edad,peso_inicial,peso_final,ganancia,id_animal,enfermos,estables,prediccion,grados_pertenencia
19,417.36422933630206,427.878126951447,10.513897615144913,V1,0.9878311973321547,0.012168802667845188,0,98.78311973321547
29,433.36422933630206,443.878126951447,10.513897615144913,V2,0.9844668500712591,0.015533149928741004,0,98.44668500712591
23,412.36422933630206,422.878126951447,10.513897615144913,V3,0.9585246379108354,0.04147536208916447,0,95.85246379108354
18,446.36422933630206,456.878126951447,10.513897615144913,V4,0.940885161709894,0.05911483829010594,0,94.0885161709894
22,429.36422933630206,439.878126951447,10.513897615144913,V5,0.9937174359094165,0.006282564090583455,0,99.37174359094165
19,448.36422933630206,458.878126951447,10.513897615144913,V6,0.9335155676447355,0.0664844323552645,0,93.35155676447356
22,413.36422933630206,423.878126951447,10.513897615144913,V7,0.9661771793405844,0.03382282065941554,0,96.61771793405845
22,451.36422933630206,461.878126951447,10.513897615144913,V8,0.9224596793585845,0.07754032064141549,0,92.24596793585846
19,444.36422933630206,454.878126951447,10.513897615144913,V9,0.9482033248673667,0.051796675132633266,0,94.82033248673667
26,457.517816516233,467.68587647339103,10.16805995715805,V10,0.9008714045885803,0.09912859541141969,0,90.08714045885803
27,427.517816516233,437.68587647339103,10.16805995715805,V11,0.9971152619543266,0.00288473804567341,0,99.71152619543267
18,435.517816516233,445.68587647339103,10.16805995715805,V12,0.9789693578693812,0.021030642130618775,0,97.89693578693812
27,432.517816516233,442.68587647339103,10.16805995715805,V13,0.987304665157584,0.012695334842416039,0,98.7304665157584
26,450.517816516233,460.68587647339103,10.16805995715805,V14,0.9263023789655734,0.0736976210344265,0,92.63023789655735
19,407.517816516233,417.68587647339103,10.16805995715805,V15,0.904294969933975,0.095705030066025,0,90.42949699339749
26,382.517816516233,392.68587647339103,10.16805995715805,V16,0.28237758286431835,0.7176224171356816,1,71.76224171356816
23,428.517816516233,438.68587647339103,10.16805995715805,V17,0.9956739344564741,0.00432606554352578,0,99.56739344564741
19,383.517816516233,393.68587647339103,10.16805995715805,V18,0.30812334931358326,0.6918766506864168,1,69.18766506864168
19,430.433574319142,440.01620967016,9.582635351017984,V19,0.992980021317122,0.00701997868287785,0,99.29800213171221
27,374.433574319142,384.01620967016,9.582635351017984,V20,0.11143499131398642,0.8885650086860136,1,88.85650086860136
18,413.433574319142,423.01620967016,9.582635351017984,V21,0.9639254477996747,0.03607455220032536,0,96.39254477996747
25,367.433574319142,377.01620967016,9.582635351017984,V22,0.03418978694646612,0.9658102130535339,1,96.58102130535339
20,437.433574319142,447.01620967016,9.582635351017984,V23,0.9741317210847797,0.02586827891522028,0,97.41317210847798
26,433.433574319142,443.01620967016,9.582635351017984,V24,0.9859148857567958,0.014085114243204253,0,98.59148857567958
25,453.433574319142,463.01620967016,9.582635351017984,V25,0.91677763304691,0.08322236695309002,0,91.677763304691
29,450.433574319142,460.01620967016,9.582635351017984,V26,0.9278138825791109,0.07218611742088907,0,92.78138825791109
21,447.36292654413694,453.491466240795,6.128539696658038,V27,0.9452467179946733,0.05475328200532681,0,94.52467179946733
19,439.36292654413694,445.491466240795,6.128539696658038,V28,0.9731314232639863,0.026868576736013658,0,97.31314232639863
29,433.36292654413694,439.491466240795,6.128539696658038,V29,0.9899464970000221,0.010053502999977825,0,98.99464970000221
19,424.36292654413694,430.491466240795,6.128539696658038,V30,0.9984966054904623,0.0015033945095377674,0,99.84966054904622
22,401.36292654413694,407.491466240795,6.128539696658038,V31,0.7495820173104492,0.2504179826895509,0,74.95820173104491
28,411.36292654413694,417.491466240795,6.128539696658038,V32,0.9270751232805119,0.07292487671948811,0,92.7075123280512
22,408.36292654413694,414.491466240795,6.128539696658038,V33,0.886909875415166,0.11309012458483413,0,88.69098754151659
20,382.36292654413694,388.491466240795,6.128539696658038,V34,0.22975272225438628,0.7702472777456137,1,77.02472777456137
20,439.36292654413694,445.491466240795,6.128539696658038,V35,0.9731314232639863,0.026868576736013658,0,97.31314232639863
19,381.998988865445,391.01304712062006,9.01405825517503,V36,0.25475776533954514,0.7452422346604549,1,74.5242234660455
27,417.998988865445,427.01304712062006,9.01405825517503,V37,0.9882245745318108,0.011775425468189106,0,98.82245745318107
22,439.998988865445,449.01304712062006,9.01405825517503,V38,0.9667012184300996,0.033298781569900265,0,96.67012184300997
20,409.998988865445,419.01304712062006,9.01405825517503,V39,0.9289441208942499,0.07105587910574998,0,92.89441208942499
23,375.998988865445,385.01304712062006,9.01405825517503,V40,0.13157104607884615,0.8684289539211539,1,86.8428953921154
27,422.998988865445,432.01304712062006,9.01405825517503,V41,0.9993133228506601,0.00068667714933981,0,99.931332285066
24,371.998988865445,381.01304712062006,9.01405825517503,V42,0.07450693821657826,0.9254930617834217,1,92.54930617834218
20,444.998988865445,454.01304712062006,9.01405825517503,V43,0.9489739998508647,0.05102600014913522,0,94.89739998508647
26,446.998988865445,456.01304712062006,9.01405825517503,V44,0.941636278694772,0.05836372130522811,0,94.1636278694772
29,441.998988865445,451.01304712062006,9.01405825517503,V45,0.959759539791636,0.040240460208364075,0,95.97595397916359
