edad,peso_inicial,peso_final,ganancia,id_animal,enfermos,estables,prediccion,grados_pertenencia
19,384.468388676805,395.40872600865094,10.940337331845967,V1,0.3443774427190628,0.6556225572809371,1,65.5622557280937
29,400.468388676805,411.40872600865094,10.940337331845967,V2,0.7841576971655078,0.2158423028344923,0,78.41576971655077
23,379.468388676805,390.40872600865094,10.940337331845967,V3,0.21962245538363,0.78037754461637,1,78.037754461637
18,413.468388676805,424.40872600865094,10.940337331845967,V4,0.9679843561089392,0.032015643891060944,0,96.79843561089392
22,396.468388676805,407.40872600865094,10.940337331845967,V5,0.6869617982626414,0.31303820173735875,0,68.69617982626414
19,415.468388676805,426.40872600865094,10.940337331845967,V6,0.9799448991822681,0.02005510081773184,0,97.99448991822682
22,380.468388676805,391.40872600865094,10.940337331845967,V7,0.2424647684433752,0.7575352315566247,1,75.75352315566248
22,418.468388676805,429.40872600865094,10.940337331845967,V8,0.9918331767045233,0.008166823295476704,0,99.18331767045233
19,411.468388676805,422.40872600865094,10.940337331845967,V9,0.9523003343095109,0.04769966569048919,0,95.2300334309511
26,427.191662986621,438.56051978830396,11.368856801682966,V10,0.9958964386087903,0.0041035613912096544,0,99.58964386087902
27,397.191662986621,408.56051978830396,11.368856801682966,V11,0.7109400773916633,0.28905992260833663,0,71.09400773916633
18,405.191662986621,416.56051978830396,11.368856801682966,V12,0.8775190783989028,0.1224809216010973,0,87.75190783989028
27,402.191662986621,413.56051978830396,11.368856801682966,V13,0.824189465009051,0.1758105349909489,0,82.4189465009051
26,420.191662986621,431.56051978830396,11.368856801682966,V14,0.9957884865359059,0.004211513464094114,0,99.5788486535906
19,377.191662986621,388.56051978830396,11.368856801682966,V15,0.17680219933461616,0.823197800665384,1,82.3197800665384
26,352.191662986621,363.56051978830396,11.368856801682966,V16,0.004302697299354327,0.9956973027006457,1,99.56973027006457
23,398.191662986621,409.56051978830396,11.368856801682966,V17,0.7358427366712899,0.2641572633287102,0,73.58427366712898
19,353.191662986621,364.56051978830396,11.368856801682966,V18,0.003132109265144975,0.9968678907348549,1,99.6867890734855
19,400.532165150083,412.087352078244,11.555186928160992,V19,0.7916662962685896,0.20833370373141044,0,79.16662962685896
27,344.532165150083,356.087352078244,11.555186928160992,V20,0.021467010856897874,0.978532989143102,1,97.8532989143102
18,383.532165150083,395.087352078244,11.555186928160992,V21,0.3278291053694438,0.6721708946305562,1,67.21708946305563
25,337.532165150083,349.087352078244,11.555186928160992,V22,0.044512827503005774,0.9554871724969943,1,95.54871724969944
20,407.532165150083,419.087352078244,11.555186928160992,V23,0.9122695351288916,0.08773046487110844,0,91.22695351288917
26,403.532165150083,415.087352078244,11.555186928160992,V24,0.8508687383325669,0.1491312616674331,0,85.08687383325669
25,423.532165150083,435.087352078244,11.555186928160992,V25,0.9982972015926349,0.001702798407365095,0,99.82972015926349
29,420.532165150083,432.087352078244,11.555186928160992,V26,0.9962608585889259,0.0037391414110740533,0,99.6260858588926
21,419.13739435643,429.149523404394,10.012129047964038,V27,0.9931559306275857,0.006844069372414372,0,99.31559306275857
19,411.13739435643,421.149523404394,10.012129047964038,V28,0.9457765022973508,0.054223497702649295,0,94.57765022973507
29,405.13739435643,415.149523404394,10.012129047964038,V29,0.866809356963562,0.13319064303643813,0,86.6809356963562
19,396.13739435643,406.149523404394,10.012129047964038,V30,0.6661234172307319,0.3338765827692681,0,66.61234172307319
22,373.13739435643,383.149523404394,10.012129047964038,V31,0.09610673114402958,0.9038932688559704,1,90.38932688559704
28,383.13739435643,393.149523404394,10.012129047964038,V32,0.2961141665437425,0.7038858334562575,1,70.38858334562576
22,380.13739435643,390.149523404394,10.012129047964038,V33,0.22343729938473272,0.7765627006152673,1,77.65627006152673
20,354.13739435643,364.149523404394,10.012129047964038,V34,0.0017979517059986357,0.9982020482940014,1,99.82020482940014
20,411.13739435643,421.149523404394,10.012129047964038,V35,0.9457765022973508,0.054223497702649295,0,94.57765022973507
19,351.517875100869,362.341302483941,10.823427383071987,V36,0.005231149321823327,0.9947688506781766,1,99.47688506781766
27,387.517875100869,398.341302483941,10.823427383071987,V37,0.42885504706224364,0.5711449529377564,1,57.11449529377563
22,409.517875100869,420.341302483941,10.823427383071987,V38,0.9325061618237921,0.06749383817620798,0,93.2506161823792
20,379.517875100869,390.341302483941,10.823427383071987,V39,0.21930894595121406,0.7806910540487859,1,78.0691054048786
23,345.517875100869,356.341302483941,10.823427383071987,V40,0.019142723178356275,0.9808572768216436,1,98.08572768216436
27,392.517875100869,403.341302483941,10.823427383071987,V41,0.5754620629144063,0.42453793708559373,0,57.546206291440626
24,341.517875100869,352.341302483941,10.823427383071987,V42,0.03161897327729023,0.9683810267227098,1,96.83810267227098
20,414.517875100869,425.341302483941,10.823427383071987,V43,0.9744709738128994,0.025529026187100696,0,97.44709738128994
26,416.517875100869,427.341302483941,10.823427383071987,V44,0.9847401400585399,0.015259859941460157,0,98.47401400585399
29,411.517875100869,422.341302483941,10.823427383071987,V45,0.952346011380993,0.04765398861900692,0,95.2346011380993
