edad,peso_inicial,peso_final,ganancia,id_animal,enfermos,estables,prediccion,grados_pertenencia
19,348.51474789360395,355.132413847046,6.617665953442042,V1,0.01598252543084595,0.984017474569154,1,98.4017474569154
29,364.51474789360395,371.132413847046,6.617665953442042,V2,0.010622717410481514,0.9893772825895185,1,98.93772825895185
23,343.514747893604,350.132413847046,6.6176659534419855,V3,0.03142089163032145,0.9685791083696785,1,96.85791083696785
18,377.51474789360395,384.132413847046,6.617665953442042,V4,0.13716345203000904,0.862836547969991,1,86.2836547969991
22,360.51474789360395,367.132413847046,6.617665953442042,V5,0.0015343909823898642,0.9984656090176101,1,99.84656090176101
19,379.51474789360395,386.132413847046,6.617665953442042,V6,0.17401653513607188,0.8259834648639282,1,82.59834648639281
22,344.51474789360395,351.132413847046,6.617665953442042,V7,0.0281129262684571,0.9718870737315429,1,97.18870737315429
22,382.51474789360395,389.132413847046,6.617665953442042,V8,0.2386589567168381,0.7613410432831619,1,76.13410432831618
19,375.51474789360395,382.132413847046,6.617665953442042,V9,0.10538887191529668,0.8946111280847033,1,89.46111280847033
26,395.978791452289,402.294980199043,6.316188746753994,V10,0.6099862581311513,0.3900137418688487,0,60.998625813115126
27,365.978791452289,372.294980199043,6.316188746753994,V11,0.016165300711371986,0.983834699288628,1,98.3834699288628
18,373.978791452289,380.294980199043,6.316188746753994,V12,0.08265481087873675,0.9173451891212632,1,91.73451891212632
27,370.978791452289,377.294980199043,6.316188746753994,V13,0.050079735003787054,0.9499202649962131,1,94.9920264996213
26,388.978791452289,395.294980199043,6.316188746753994,V14,0.4053982823810932,0.5946017176189068,1,59.46017176189068
19,345.978791452289,352.294980199043,6.316188746753994,V15,0.024020577005407193,0.9759794229945927,1,97.59794229945928
26,320.978791452289,327.294980199043,6.316188746753994,V16,0.11305791833638576,0.8869420816636143,1,88.69420816636143
23,366.978791452289,373.294980199043,6.316188746753994,V17,0.021152065904792145,0.9788479340952078,1,97.88479340952078
19,321.978791452289,328.294980199043,6.316188746753994,V18,0.10960625688394948,0.8903937431160506,1,89.03937431160506
19,366.317006377842,372.47866360603797,6.161657228195963,V19,0.017500970721347084,0.9824990292786528,1,98.24990292786528
27,310.317006377842,316.478663606038,6.16165722819602,V20,0.14792503552013128,0.8520749644798686,1,85.20749644798687
18,349.317006377842,355.47866360603797,6.161657228195963,V21,0.01461227101927961,0.9853877289807204,1,98.53877289807204
25,303.317006377842,309.478663606038,6.16165722819602,V22,0.16833733638427978,0.8316626636157203,1,83.16626636157203
20,373.317006377842,379.47866360603797,6.161657228195963,V23,0.07379985556966905,0.9262001444303309,1,92.6200144430331
26,369.317006377842,375.47866360603797,6.161657228195963,V24,0.0357412423233053,0.9642587576766948,1,96.42587576766948
25,389.317006377842,395.47866360603797,6.161657228195963,V25,0.41293836267900175,0.5870616373209981,1,58.70616373209982
29,386.317006377842,392.47866360603797,6.161657228195963,V26,0.3289887720952359,0.6710112279047641,1,67.10112279047641
21,388.909139206872,394.534911378496,5.625772171624021,V27,0.39367046710896775,0.6063295328910323,1,60.63295328910323
19,380.909139206872,386.534911378496,5.625772171624021,V28,0.1928902235025869,0.8071097764974131,1,80.71097764974131
29,374.909139206872,380.534911378496,5.625772171624021,V29,0.09082488995638867,0.9091751100436114,1,90.91751100436115
19,365.909139206872,371.534911378496,5.625772171624021,V30,0.014901658903122715,0.9850983410968772,1,98.50983410968772
22,342.909139206872,348.534911378496,5.625772171624021,V31,0.03553197108130687,0.9644680289186931,1,96.44680289186931
28,352.909139206872,358.534911378496,5.625772171624021,V32,0.007180231073408379,0.9928197689265916,1,99.28197689265916
22,349.909139206872,355.534911378496,5.625772171624021,V33,0.014047449691046628,0.9859525503089533,1,98.59525503089533
20,323.909139206872,329.534911378496,5.625772171624021,V34,0.10421531469005241,0.8957846853099476,1,89.57846853099475
20,380.909139206872,386.534911378496,5.625772171624021,V35,0.1928902235025869,0.8071097764974131,1,80.71097764974131
19,315.985684037033,321.744926727272,5.7592426902389775,V36,0.1307767500812177,0.8692232499187823,1,86.92232499187823
27,351.985684037033,357.74492672727206,5.759242690239034,V37,0.008857804279330476,0.9911421957206696,1,99.11421957206696
22,373.985684037033,379.74492672727206,5.759242690239034,V38,0.07975874896817813,0.9202412510318217,1,92.02412510318217
20,343.985684037033,349.74492672727206,5.759242690239034,V39,0.03160557177861478,0.9683944282213851,1,96.83944282213851
23,309.985684037033,315.744926727272,5.7592426902389775,V40,0.14959686962231494,0.8504031303776851,1,85.04031303776851
27,356.985684037033,362.74492672727206,5.759242690239034,V41,0.0014603281103991422,0.9985396718896008,1,99.85396718896008
24,305.985684037033,311.744926727272,5.7592426902389775,V42,0.16139772404548214,0.8386022759545179,1,83.86022759545179
20,378.985684037033,384.74492672727206,5.759242690239034,V43,0.15633534358402226,0.8436646564159778,1,84.36646564159777
26,380.985684037033,386.74492672727206,5.759242690239034,V44,0.19577093144134303,0.804229068558657,1,80.42290685586569
29,375.985684037033,381.74492672727206,5.759242690239034,V45,0.1066643508186077,0.8933356491813923,1,89.33356491813923
