edad,peso_inicial,peso_final,ganancia,id_animal
19,332.0,340.543118672829,8.543118672828996,V1
29,348.0,356.543118672829,8.543118672828996,V2
23,327.0,335.543118672829,8.543118672828996,V3
18,361.0,369.543118672829,8.543118672828996,V4
22,344.0,352.543118672829,8.543118672828996,V5
19,363.0,371.543118672829,8.543118672828996,V6
22,328.0,336.543118672829,8.543118672828996,V7
22,366.0,374.543118672829,8.543118672828996,V8
19,359.0,367.543118672829,8.543118672828996,V9
26,380.0,388.134824746687,8.134824746687002,V10
27,350.0,358.134824746687,8.134824746687002,V11
18,358.0,366.134824746687,8.134824746687002,V12
27,355.0,363.134824746687,8.134824746687002,V13
26,373.0,381.134824746687,8.134824746687002,V14
19,330.0,338.134824746687,8.134824746687002,V15
26,305.0,313.134824746687,8.134824746687002,V16
23,351.0,359.134824746687,8.134824746687002,V17
19,306.0,314.134824746687,8.134824746687002,V18
19,351.0,359.28545435491304,8.285454354913043,V19
27,295.0,303.285454354913,8.285454354912986,V20
18,334.0,342.285454354913,8.285454354912986,V21
25,288.0,296.285454354913,8.285454354912986,V22
20,358.0,366.28545435491304,8.285454354913043,V23
26,354.0,362.28545435491304,8.285454354913043,V24
25,374.0,382.28545435491304,8.285454354913043,V25
29,371.0,379.28545435491304,8.285454354913043,V26
21,375.0,383.35639146741204,8.356391467412038,V27
19,367.0,375.35639146741204,8.356391467412038,V28
29,361.0,369.35639146741204,8.356391467412038,V29
19,352.0,360.35639146741204,8.356391467412038,V30
22,329.0,337.356391467412,8.356391467411981,V31
28,339.0,347.35639146741204,8.356391467412038,V32
22,336.0,344.35639146741204,8.356391467412038,V33
20,310.0,318.356391467412,8.356391467411981,V34
20,367.0,375.35639146741204,8.356391467412038,V35
19,301.0,308.964369708789,7.964369708788979,V36
27,337.0,344.964369708789,7.964369708788979,V37
22,359.0,366.964369708789,7.964369708788979,V38
20,329.0,336.964369708789,7.964369708788979,V39
23,295.0,302.964369708789,7.964369708788979,V40
27,342.0,349.964369708789,7.964369708788979,V41
24,291.0,298.964369708789,7.964369708788979,V42
20,364.0,371.964369708789,7.964369708788979,V43
26,366.0,373.964369708789,7.964369708788979,V44
29,361.0,368.964369708789,7.964369708788979,V45
