edad,peso_inicial,peso_final,ganancia,id_animal
19,361.59805020890997,373.020530188728,11.422479979818036,V1
29,377.59805020890997,389.020530188728,11.422479979818036,V2
23,356.59805020890997,368.020530188728,11.422479979818036,V3
18,390.59805020890997,402.020530188728,11.422479979818036,V4
22,373.59805020890997,385.020530188728,11.422479979818036,V5
19,392.59805020890997,404.020530188728,11.422479979818036,V6
22,357.59805020890997,369.020530188728,11.422479979818036,V7
22,395.59805020890997,407.020530188728,11.422479979818036,V8
19,388.59805020890997,400.020530188728,11.422479979818036,V9
26,408.594716024776,418.02037670230203,9.425660677526025,V10
27,378.594716024776,388.02037670230203,9.425660677526025,V11
18,386.594716024776,396.02037670230203,9.425660677526025,V12
27,383.594716024776,393.02037670230203,9.425660677526025,V13
26,401.594716024776,411.02037670230203,9.425660677526025,V14
19,358.594716024776,368.02037670230203,9.425660677526025,V15
26,333.594716024776,343.02037670230203,9.425660677526025,V16
23,379.594716024776,389.02037670230203,9.425660677526025,V17
19,334.594716024776,344.02037670230203,9.425660677526025,V18
19,378.622065641151,388.87365998455704,10.251594343406055,V19
27,322.622065641151,332.873659984557,10.251594343405998,V20
18,361.622065641151,371.87365998455704,10.251594343406055,V21
25,315.622065641151,325.873659984557,10.251594343405998,V22
20,385.622065641151,395.87365998455704,10.251594343406055,V23
26,381.622065641151,391.87365998455704,10.251594343406055,V24
25,401.622065641151,411.87365998455704,10.251594343406055,V25
29,398.622065641151,408.87365998455704,10.251594343406055,V26
21,401.634684864909,409.099334710398,7.464649845489021,V27
19,393.634684864909,401.099334710398,7.464649845489021,V28
29,387.634684864909,395.099334710398,7.464649845489021,V29
19,378.634684864909,386.099334710398,7.464649845489021,V30
22,355.634684864909,363.099334710398,7.464649845489021,V31
28,365.634684864909,373.099334710398,7.464649845489021,V32
22,362.634684864909,370.099334710398,7.464649845489021,V33
20,336.634684864909,344.099334710398,7.464649845489021,V34
20,393.634684864909,401.099334710398,7.464649845489021,V35
19,328.205760611623,339.587655073112,11.381894461488969,V36
27,364.205760611623,375.58765507311205,11.381894461489026,V37
22,386.205760611623,397.58765507311205,11.381894461489026,V38
20,356.205760611623,367.58765507311205,11.381894461489026,V39
23,322.205760611623,333.587655073112,11.381894461488969,V40
27,369.205760611623,380.58765507311205,11.381894461489026,V41
24,318.205760611623,329.587655073112,11.381894461488969,V42
20,391.205760611623,402.58765507311205,11.381894461489026,V43
26,393.205760611623,404.58765507311205,11.381894461489026,V44
29,388.205760611623,399.58765507311205,11.381894461489026,V45
