edad,peso_inicial,peso_final,ganancia,id_animal
19,434.83771365332296,440.038839066867,5.201125413544048,V1
29,450.83771365332296,456.038839066867,5.201125413544048,V2
23,429.83771365332296,435.038839066867,5.201125413544048,V3
18,463.83771365332296,469.038839066867,5.201125413544048,V4
22,446.83771365332296,452.038839066867,5.201125413544048,V5
19,465.83771365332296,471.038839066867,5.201125413544048,V6
22,430.83771365332296,436.038839066867,5.201125413544048,V7
22,468.83771365332296,474.038839066867,5.201125413544048,V8
19,461.83771365332296,467.038839066867,5.201125413544048,V9
26,473.82239571885697,478.02385158867,4.20145586981306,V10
27,443.82239571885697,448.02385158867,4.20145586981306,V11
18,451.82239571885697,456.02385158867,4.20145586981306,V12
27,448.82239571885697,453.02385158867,4.20145586981306,V13
26,466.82239571885697,471.02385158867,4.20145586981306,V14
19,423.82239571885697,428.02385158867,4.20145586981306,V15
26,398.82239571885697,403.02385158867,4.20145586981306,V16
23,444.82239571885697,449.02385158867,4.20145586981306,V17
19,399.82239571885697,404.02385158867,4.20145586981306,V18
19,447.39283708474005,451.806803362924,4.413966278183921,V19
27,391.39283708474,395.806803362924,4.4139662781839775,V20
18,430.39283708474,434.806803362924,4.4139662781839775,V21
25,384.39283708474,388.806803362924,4.4139662781839775,V22
20,454.39283708474005,458.806803362924,4.413966278183921,V23
26,450.39283708474005,454.806803362924,4.413966278183921,V24
25,470.39283708474005,474.806803362924,4.413966278183921,V25
29,467.39283708474005,471.806803362924,4.413966278183921,V26
21,459.110139628377,461.793078523368,2.6829388949910253,V27
19,451.110139628377,453.793078523368,2.6829388949910253,V28
29,445.110139628377,447.793078523368,2.6829388949910253,V29
19,436.110139628377,438.793078523368,2.6829388949910253,V30
22,413.110139628377,415.793078523368,2.6829388949910253,V31
28,423.110139628377,425.793078523368,2.6829388949910253,V32
22,420.110139628377,422.793078523368,2.6829388949910253,V33
20,394.110139628377,396.793078523368,2.6829388949910253,V34
20,451.110139628377,453.793078523368,2.6829388949910253,V35
19,397.07114884598997,401.53415671722604,4.463007871236073,V36
27,433.07114884598997,437.53415671722604,4.463007871236073,V37
22,455.0711488459901,459.53415671722604,4.463007871235959,V38
20,425.07114884598997,429.53415671722604,4.463007871236073,V39
23,391.07114884598997,395.53415671722604,4.463007871236073,V40
27,438.07114884598997,442.53415671722604,4.463007871236073,V41
24,387.07114884598997,391.53415671722604,4.463007871236073,V42
20,460.0711488459901,464.53415671722604,4.463007871235959,V43
26,462.0711488459901,466.53415671722604,4.463007871235959,V44
29,457.0711488459901,461.53415671722604,4.463007871235959,V45
