edad,peso_inicial,peso_final,ganancia,id_animal
19,348.51474789360395,355.132413847046,6.617665953442042,V1
29,364.51474789360395,371.132413847046,6.617665953442042,V2
23,343.514747893604,350.132413847046,6.6176659534419855,V3
18,377.51474789360395,384.132413847046,6.617665953442042,V4
22,360.51474789360395,367.132413847046,6.617665953442042,V5
19,379.51474789360395,386.132413847046,6.617665953442042,V6
22,344.51474789360395,351.132413847046,6.617665953442042,V7
22,382.51474789360395,389.132413847046,6.617665953442042,V8
19,375.51474789360395,382.132413847046,6.617665953442042,V9
26,395.978791452289,402.294980199043,6.316188746753994,V10
27,365.978791452289,372.294980199043,6.316188746753994,V11
18,373.978791452289,380.294980199043,6.316188746753994,V12
27,370.978791452289,377.294980199043,6.316188746753994,V13
26,388.978791452289,395.294980199043,6.316188746753994,V14
19,345.978791452289,352.294980199043,6.316188746753994,V15
26,320.978791452289,327.294980199043,6.316188746753994,V16
23,366.978791452289,373.294980199043,6.316188746753994,V17
19,321.978791452289,328.294980199043,6.316188746753994,V18
19,366.317006377842,372.47866360603797,6.161657228195963,V19
27,310.317006377842,316.478663606038,6.16165722819602,V20
18,349.317006377842,355.47866360603797,6.161657228195963,V21
25,303.317006377842,309.478663606038,6.16165722819602,V22
20,373.317006377842,379.47866360603797,6.161657228195963,V23
26,369.317006377842,375.47866360603797,6.161657228195963,V24
25,389.317006377842,395.47866360603797,6.161657228195963,V25
29,386.317006377842,392.47866360603797,6.161657228195963,V26
21,388.909139206872,394.534911378496,5.625772171624021,V27
19,380.909139206872,386.534911378496,5.625772171624021,V28
29,374.909139206872,380.534911378496,5.625772171624021,V29
19,365.909139206872,371.534911378496,5.625772171624021,V30
22,342.909139206872,348.534911378496,5.625772171624021,V31
28,352.909139206872,358.534911378496,5.625772171624021,V32
22,349.909139206872,355.534911378496,5.625772171624021,V33
20,323.909139206872,329.534911378496,5.625772171624021,V34
20,380.909139206872,386.534911378496,5.625772171624021,V35
19,315.985684037033,321.744926727272,5.7592426902389775,V36
27,351.985684037033,357.74492672727206,5.759242690239034,V37
22,373.985684037033,379.74492672727206,5.759242690239034,V38
20,343.985684037033,349.74492672727206,5.759242690239034,V39
23,309.985684037033,315.744926727272,5.7592426902389775,V40
27,356.985684037033,362.74492672727206,5.759242690239034,V41
24,305.985684037033,311.744926727272,5.7592426902389775,V42
20,378.985684037033,384.74492672727206,5.759242690239034,V43
26,380.985684037033,386.74492672727206,5.759242690239034,V44
29,375.985684037033,381.74492672727206,5.759242690239034,V45
