edad,peso_inicial,peso_final,ganancia,id_animal
19,373.020530188728,384.468388676805,11.447858488076974,V1
29,389.020530188728,400.468388676805,11.447858488076974,V2
23,368.020530188728,379.468388676805,11.447858488076974,V3
18,402.020530188728,413.468388676805,11.447858488076974,V4
22,385.020530188728,396.468388676805,11.447858488076974,V5
19,404.020530188728,415.468388676805,11.447858488076974,V6
22,369.020530188728,380.468388676805,11.447858488076974,V7
22,407.020530188728,418.468388676805,11.447858488076974,V8
19,400.020530188728,411.468388676805,11.447858488076974,V9
26,418.02037670230203,427.191662986621,9.171286284318967,V10
27,388.02037670230203,397.191662986621,9.171286284318967,V11
18,396.02037670230203,405.191662986621,9.171286284318967,V12
27,393.02037670230203,402.191662986621,9.171286284318967,V13
26,411.02037670230203,420.191662986621,9.171286284318967,V14
19,368.02037670230203,377.191662986621,9.171286284318967,V15
26,343.02037670230203,352.191662986621,9.171286284318967,V16
23,389.02037670230203,398.191662986621,9.171286284318967,V17
19,344.02037670230203,353.191662986621,9.171286284318967,V18
19,388.87365998455704,400.532165150083,11.65850516552598,V19
27,332.873659984557,344.532165150083,11.658505165526037,V20
18,371.87365998455704,383.532165150083,11.65850516552598,V21
25,325.873659984557,337.532165150083,11.658505165526037,V22
20,395.87365998455704,407.532165150083,11.65850516552598,V23
26,391.87365998455704,403.532165150083,11.65850516552598,V24
25,411.87365998455704,423.532165150083,11.65850516552598,V25
29,408.87365998455704,420.532165150083,11.65850516552598,V26
21,409.099334710398,419.13739435643,10.038059646031968,V27
19,401.099334710398,411.13739435643,10.038059646031968,V28
29,395.099334710398,405.13739435643,10.038059646031968,V29
19,386.099334710398,396.13739435643,10.038059646031968,V30
22,363.099334710398,373.13739435643,10.038059646031968,V31
28,373.099334710398,383.13739435643,10.038059646031968,V32
22,370.099334710398,380.13739435643,10.038059646031968,V33
20,344.099334710398,354.13739435643,10.038059646031968,V34
20,401.099334710398,411.13739435643,10.038059646031968,V35
19,339.587655073112,351.517875100869,11.930220027757002,V36
27,375.58765507311205,387.517875100869,11.930220027756945,V37
22,397.58765507311205,409.517875100869,11.930220027756945,V38
20,367.58765507311205,379.517875100869,11.930220027756945,V39
23,333.587655073112,345.517875100869,11.930220027757002,V40
27,380.58765507311205,392.517875100869,11.930220027756945,V41
24,329.587655073112,341.517875100869,11.930220027757002,V42
20,402.58765507311205,414.517875100869,11.930220027756945,V43
26,404.58765507311205,416.517875100869,11.930220027756945,V44
29,399.58765507311205,411.517875100869,11.930220027756945,V45
