edad,peso_inicial,peso_final,ganancia,id_animal
19,384.468388676805,395.40872600865094,10.940337331845967,V1
29,400.468388676805,411.40872600865094,10.940337331845967,V2
23,379.468388676805,390.40872600865094,10.940337331845967,V3
18,413.468388676805,424.40872600865094,10.940337331845967,V4
22,396.468388676805,407.40872600865094,10.940337331845967,V5
19,415.468388676805,426.40872600865094,10.940337331845967,V6
22,380.468388676805,391.40872600865094,10.940337331845967,V7
22,418.468388676805,429.40872600865094,10.940337331845967,V8
19,411.468388676805,422.40872600865094,10.940337331845967,V9
26,427.191662986621,438.56051978830396,11.368856801682966,V10
27,397.191662986621,408.56051978830396,11.368856801682966,V11
18,405.191662986621,416.56051978830396,11.368856801682966,V12
27,402.191662986621,413.56051978830396,11.368856801682966,V13
26,420.191662986621,431.56051978830396,11.368856801682966,V14
19,377.191662986621,388.56051978830396,11.368856801682966,V15
26,352.191662986621,363.56051978830396,11.368856801682966,V16
23,398.191662986621,409.56051978830396,11.368856801682966,V17
19,353.191662986621,364.56051978830396,11.368856801682966,V18
19,400.532165150083,412.087352078244,11.555186928160992,V19
27,344.532165150083,356.087352078244,11.555186928160992,V20
18,383.532165150083,395.087352078244,11.555186928160992,V21
25,337.532165150083,349.087352078244,11.555186928160992,V22
20,407.532165150083,419.087352078244,11.555186928160992,V23
26,403.532165150083,415.087352078244,11.555186928160992,V24
25,423.532165150083,435.087352078244,11.555186928160992,V25
29,420.532165150083,432.087352078244,11.555186928160992,V26
21,419.13739435643,429.149523404394,10.012129047964038,V27
19,411.13739435643,421.149523404394,10.012129047964038,V28
29,405.13739435643,415.149523404394,10.012129047964038,V29
19,396.13739435643,406.149523404394,10.012129047964038,V30
22,373.13739435643,383.149523404394,10.012129047964038,V31
28,383.13739435643,393.149523404394,10.012129047964038,V32
22,380.13739435643,390.149523404394,10.012129047964038,V33
20,354.13739435643,364.149523404394,10.012129047964038,V34
20,411.13739435643,421.149523404394,10.012129047964038,V35
19,351.517875100869,362.341302483941,10.823427383071987,V36
27,387.517875100869,398.341302483941,10.823427383071987,V37
22,409.517875100869,420.341302483941,10.823427383071987,V38
20,379.517875100869,390.341302483941,10.823427383071987,V39
23,345.517875100869,356.341302483941,10.823427383071987,V40
27,392.517875100869,403.341302483941,10.823427383071987,V41
24,341.517875100869,352.341302483941,10.823427383071987,V42
20,414.517875100869,425.341302483941,10.823427383071987,V43
26,416.517875100869,427.341302483941,10.823427383071987,V44
29,411.517875100869,422.341302483941,10.823427383071987,V45
