,dia,peso,raza,genero,codigo_animal
0,0,41.01936380665909,BAC,Macho,BAC_M_1
1,30,58.10706219342395,BAC,Macho,BAC_M_1
2,60,74.07522055145213,BAC,Macho,BAC_M_1
3,90,93.30323854082184,BAC,Macho,BAC_M_1
4,120,108.97540403959154,BAC,Macho,BAC_M_1
5,150,124.48866371174418,BAC,Macho,BAC_M_1
6,180,131.4252945580119,BAC,Macho,BAC_M_1
7,210,154.3328071398026,BAC,Macho,BAC_M_1
8,240,166.32869409569514,BAC,Macho,BAC_M_1
9,270,180.8425268273084,BAC,Macho,BAC_M_1
10,300,191.23045017561304,BAC,Macho,BAC_M_1
11,330,200.00202670185496,BAC,Macho,BAC_M_1
12,360,218.7439978077473,BAC,Macho,BAC_M_1
13,390,228.71316852768794,BAC,Macho,BAC_M_1
14,420,240.40397400505174,BAC,Macho,BAC_M_1
15,450,249.32546541028833,BAC,Macho,BAC_M_1
16,480,259.60641561720826,BAC,Macho,BAC_M_1
17,510,269.9712667939123,BAC,Macho,BAC_M_1
18,540,283.8743166616999,BAC,Macho,BAC_M_1
19,570,289.6665527884813,BAC,Macho,BAC_M_1
20,600,300.71829181422964,BAC,Macho,BAC_M_1
21,630,314.6552501327019,BAC,Macho,BAC_M_1
22,660,317.64195628090494,BAC,Macho,BAC_M_1
23,690,322.49686863187577,BAC,Macho,BAC_M_1
24,720,332.43465689698456,BAC,Macho,BAC_M_1
25,750,343.48271131591906,BAC,Macho,BAC_M_1
26,780,348.461568422382,BAC,Macho,BAC_M_1
27,810,353.15799120509007,BAC,Macho,BAC_M_1
28,840,364.92552082343,BAC,Macho,BAC_M_1
29,870,360.17341100781135,BAC,Macho,BAC_M_1
30,900,373.85033261586227,BAC,Macho,BAC_M_1
31,930,379.41571789947295,BAC,Macho,BAC_M_1
32,960,386.803378992276,BAC,Macho,BAC_M_1
33,990,395.7645520627696,BAC,Macho,BAC_M_1
34,1020,397.2874230641622,BAC,Macho,BAC_M_1
35,1050,401.75913100907763,BAC,Macho,BAC_M_1
36,1080,401.848109659308,BAC,Macho,BAC_M_1
37,1110,410.89148533035694,BAC,Macho,BAC_M_1
38,1140,415.439309950112,BAC,Macho,BAC_M_1
39,1170,422.10910772927025,BAC,Macho,BAC_M_1
40,1200,426.82902581766876,BAC,Macho,BAC_M_1
41,1230,429.34839959040585,BAC,Macho,BAC_M_1
42,1260,431.565350175034,BAC,Macho,BAC_M_1
43,1290,434.8651808695004,BAC,Macho,BAC_M_1
44,1320,441.2669450597775,BAC,Macho,BAC_M_1
45,1350,447.95081130598805,BAC,Macho,BAC_M_1
46,1380,444.94821761746215,BAC,Macho,BAC_M_1
47,1410,452.18297310708647,BAC,Macho,BAC_M_1
48,1440,462.56240113492476,BAC,Macho,BAC_M_1
49,1470,457.18810541914854,BAC,Macho,BAC_M_1
50,1500,466.1057377578433,BAC,Macho,BAC_M_1
51,1530,466.1958723147844,BAC,Macho,BAC_M_1
52,1560,467.4560084485424,BAC,Macho,BAC_M_1
53,1590,473.0797905222827,BAC,Macho,BAC_M_1
54,1620,473.56115426476276,BAC,Macho,BAC_M_1
55,1650,477.6096061565626,BAC,Macho,BAC_M_1
56,1680,478.48300588463155,BAC,Macho,BAC_M_1
57,1710,482.80121443206747,BAC,Macho,BAC_M_1
58,1740,486.77891044249685,BAC,Macho,BAC_M_1
59,1770,488.29638665548225,BAC,Macho,BAC_M_1
60,1800,491.65808619402924,BAC,Macho,BAC_M_1
61,1830,488.5341139818949,BAC,Macho,BAC_M_1
62,1860,496.4997437527846,BAC,Macho,BAC_M_1
63,1890,494.25816816561286,BAC,Macho,BAC_M_1
64,1920,502.7372465176046,BAC,Macho,BAC_M_1
65,1950,503.5234132865211,BAC,Macho,BAC_M_1
66,1980,499.06962947475586,BAC,Macho,BAC_M_1
67,2010,502.0831253714546,BAC,Macho,BAC_M_1
68,2040,501.68766214267515,BAC,Macho,BAC_M_1
69,2070,502.4514957782701,BAC,Macho,BAC_M_1
70,2100,507.9384876836349,BAC,Macho,BAC_M_1
71,2130,509.30848534339435,BAC,Macho,BAC_M_1
72,2160,507.6430204328783,BAC,Macho,BAC_M_1
73,2190,508.8156840029965,BAC,Macho,BAC_M_1
74,2220,513.9161242546309,BAC,Macho,BAC_M_1
75,2250,510.1378084960494,BAC,Macho,BAC_M_1
76,2280,512.0297932151171,BAC,Macho,BAC_M_1
77,2310,512.8349886619097,BAC,Macho,BAC_M_1
78,2340,524.1551498054337,BAC,Macho,BAC_M_1
79,2370,517.4988399865565,BAC,Macho,BAC_M_1
80,2400,513.6788453199038,BAC,Macho,BAC_M_1
81,2430,518.6954607194913,BAC,Macho,BAC_M_1
82,2460,520.2950428058422,BAC,Macho,BAC_M_1
83,2490,521.5191524998238,BAC,Macho,BAC_M_1
84,2520,520.2175588079234,BAC,Macho,BAC_M_1
85,2550,522.7324810174309,BAC,Macho,BAC_M_1
86,2580,521.8403042918455,BAC,Macho,BAC_M_1
87,2610,522.1468152219545,BAC,Macho,BAC_M_1
88,2640,524.4060156429484,BAC,Macho,BAC_M_1
89,2670,525.7470599681997,BAC,Macho,BAC_M_1
90,0,39.741267199374086,BAC,Macho,BAC_M_2
91,30,54.4794751933279,BAC,Macho,BAC_M_2
92,60,74.65661209566142,BAC,Macho,BAC_M_2
93,90,90.70770413457046,BAC,Macho,BAC_M_2
94,120,102.49720316546664,BAC,Macho,BAC_M_2
95,150,125.73301870952525,BAC,Macho,BAC_M_2
96,180,132.18843849961888,BAC,Macho,BAC_M_2
97,210,153.04792129153978,BAC,Macho,BAC_M_2
98,240,166.35271164101326,BAC,Macho,BAC_M_2
99,270,179.9913177584326,BAC,Macho,BAC_M_2
100,300,192.20060343799415,BAC,Macho,BAC_M_2
101,330,203.78306672617435,BAC,Macho,BAC_M_2
102,360,213.79987687900228,BAC,Macho,BAC_M_2
103,390,228.98942724988322,BAC,Macho,BAC_M_2
104,420,240.10239335781804,BAC,Macho,BAC_M_2
105,450,250.56499145641175,BAC,Macho,BAC_M_2
106,480,255.12677886306912,BAC,Macho,BAC_M_2
107,510,270.2824561251549,BAC,Macho,BAC_M_2
108,540,276.726871635748,BAC,Macho,BAC_M_2
109,570,288.4762275825431,BAC,Macho,BAC_M_2
110,600,297.02086322935116,BAC,Macho,BAC_M_2
111,630,310.9690821372927,BAC,Macho,BAC_M_2
112,660,312.6204507589679,BAC,Macho,BAC_M_2
113,690,324.6244326000464,BAC,Macho,BAC_M_2
114,720,330.84885770566234,BAC,Macho,BAC_M_2
115,750,339.53062334268833,BAC,Macho,BAC_M_2
116,780,346.77424101221067,BAC,Macho,BAC_M_2
117,810,353.3485121923581,BAC,Macho,BAC_M_2
118,840,361.2109080410027,BAC,Macho,BAC_M_2
119,870,368.7884943339239,BAC,Macho,BAC_M_2
120,900,374.7849054296927,BAC,Macho,BAC_M_2
121,930,380.66756893688915,BAC,Macho,BAC_M_2
122,960,385.31061256764286,BAC,Macho,BAC_M_2
123,990,386.53405155829495,BAC,Macho,BAC_M_2
124,1020,389.36286393321785,BAC,Macho,BAC_M_2
125,1050,404.08813950000814,BAC,Macho,BAC_M_2
126,1080,413.0931326450319,BAC,Macho,BAC_M_2
127,1110,411.8765349859796,BAC,Macho,BAC_M_2
128,1140,416.53369412658697,BAC,Macho,BAC_M_2
129,1170,423.66404558394686,BAC,Macho,BAC_M_2
130,1200,422.60507563472396,BAC,Macho,BAC_M_2
131,1230,429.6709013952218,BAC,Macho,BAC_M_2
132,1260,438.1798232098503,BAC,Macho,BAC_M_2
133,1290,440.39969085049034,BAC,Macho,BAC_M_2
134,1320,444.20361371395944,BAC,Macho,BAC_M_2
135,1350,446.0232588374161,BAC,Macho,BAC_M_2
136,1380,448.95023671999064,BAC,Macho,BAC_M_2
137,1410,454.0643281290503,BAC,Macho,BAC_M_2
138,1440,454.4532144234117,BAC,Macho,BAC_M_2
139,1470,458.2458250194179,BAC,Macho,BAC_M_2
140,1500,463.4568442865625,BAC,Macho,BAC_M_2
141,1530,463.4667816740403,BAC,Macho,BAC_M_2
142,1560,466.7036376948095,BAC,Macho,BAC_M_2
143,1590,469.4947203410967,BAC,Macho,BAC_M_2
144,1620,475.4442148636285,BAC,Macho,BAC_M_2
145,1650,476.2407561277489,BAC,Macho,BAC_M_2
146,1680,475.44122122329725,BAC,Macho,BAC_M_2
147,1710,482.33793898526784,BAC,Macho,BAC_M_2
148,1740,485.8346846819571,BAC,Macho,BAC_M_2
149,1770,485.33197505231,BAC,Macho,BAC_M_2
150,1800,488.2005965081782,BAC,Macho,BAC_M_2
151,1830,493.7012555026544,BAC,Macho,BAC_M_2
152,1860,491.3962841894393,BAC,Macho,BAC_M_2
153,1890,497.5258755199061,BAC,Macho,BAC_M_2
154,1920,490.6759807761568,BAC,Macho,BAC_M_2
155,1950,504.06721978361634,BAC,Macho,BAC_M_2
156,1980,501.3433857626987,BAC,Macho,BAC_M_2
157,2010,499.4969423148123,BAC,Macho,BAC_M_2
158,2040,503.59300887239766,BAC,Macho,BAC_M_2
159,2070,503.92944514744414,BAC,Macho,BAC_M_2
160,2100,503.80654351114526,BAC,Macho,BAC_M_2
161,2130,505.6584496278931,BAC,Macho,BAC_M_2
162,2160,507.4101196398231,BAC,Macho,BAC_M_2
163,2190,506.4167845525906,BAC,Macho,BAC_M_2
164,2220,509.9704039155323,BAC,Macho,BAC_M_2
165,2250,513.8840342712014,BAC,Macho,BAC_M_2
166,2280,514.9376629943805,BAC,Macho,BAC_M_2
167,2310,515.3821085557834,BAC,Macho,BAC_M_2
168,2340,516.1096299214802,BAC,Macho,BAC_M_2
169,2370,516.9704068442735,BAC,Macho,BAC_M_2
170,2400,521.3754399983976,BAC,Macho,BAC_M_2
171,2430,516.6527772546566,BAC,Macho,BAC_M_2
172,2460,521.1656033160288,BAC,Macho,BAC_M_2
173,2490,520.6796189621768,BAC,Macho,BAC_M_2
174,2520,523.9105941382593,BAC,Macho,BAC_M_2
175,2550,523.4148833677328,BAC,Macho,BAC_M_2
176,2580,521.1176898451434,BAC,Macho,BAC_M_2
177,2610,526.7525366816353,BAC,Macho,BAC_M_2
178,2640,523.3711271374478,BAC,Macho,BAC_M_2
179,2670,524.7806466190218,BAC,Macho,BAC_M_2
180,0,41.451352833599515,BAC,Macho,BAC_M_3
181,30,59.36726009597213,BAC,Macho,BAC_M_3
182,60,74.57568333540938,BAC,Macho,BAC_M_3
183,90,89.70219254734705,BAC,Macho,BAC_M_3
184,120,107.50161335687795,BAC,Macho,BAC_M_3
185,150,124.55636436982066,BAC,Macho,BAC_M_3
186,180,137.42727089878625,BAC,Macho,BAC_M_3
187,210,151.3943188263985,BAC,Macho,BAC_M_3
188,240,165.35221596158667,BAC,Macho,BAC_M_3
189,270,179.9560673871355,BAC,Macho,BAC_M_3
190,300,187.96046342763393,BAC,Macho,BAC_M_3
191,330,206.71320821916353,BAC,Macho,BAC_M_3
192,360,211.67274555142765,BAC,Macho,BAC_M_3
193,390,230.85076148192093,BAC,Macho,BAC_M_3
194,420,241.8755893929095,BAC,Macho,BAC_M_3
195,450,252.3529426477716,BAC,Macho,BAC_M_3
196,480,254.984569467496,BAC,Macho,BAC_M_3
