enfermos,estables
0.03881364868982236,0.9611863513101776
0.00021744072249817094,0.9997825592775019
0.056878257655145405,0.9431217423448547
0.04478268737465177,0.9552173126253483
0.004708154394220663,0.9952918456057793
0.06422541184609273,0.9357745881539072
0.0532054260562808,0.9467945739437192
0.10194111802581177,0.8980588819741883
0.029461642427707355,0.9705383575722926
0.40586719844953234,0.5941328015504677
0.00010105987332469154,0.9998989401266754
0.020671225876739113,0.9793287741232609
0.008020167261145746,0.9919798327388544
0.22305356748955207,0.7769464325104479
0.047597447167982906,0.9524025528320171
0.13608539752992563,0.8639146024700745
0.0005908967541552061,0.9994091032458449
0.13287601900045,0.86712398099955
0.0007920316177397056,0.9992079683822602
0.1666330907111885,0.8333669092888114
0.03422786280218535,0.9657721371978147
0.18542752974170362,0.8145724702582965
0.020159978400832314,0.9798400215991676
0.005197625869085752,0.9948023741309143
0.24257400704308293,0.7574259929569169
0.17731896351576384,0.8226810364842362
0.24942336261769446,0.7505766373823055
0.09828064637056261,0.9017193536294373
0.03543483674717124,0.9645651632528287
0.0019293218524927297,0.9980706781475073
0.05514600522350812,0.9448539947764918
0.021133925349020363,0.9788660746509797
0.03056250838180153,0.9694374916181984
0.12303221138510241,0.8769677886148975
0.09828064637056261,0.9017193536294373
0.15020003418863803,0.8497999658113619
0.02548962064037288,0.974510379359627
0.023658015203982863,0.9763419847960171
0.05329528580098907,0.946704714199011
0.167645280051545,0.8323547199484551
0.011249192311591081,0.9887508076884088
0.17854526067373616,0.8214547393262639
0.0647489932188131,0.9352510067811869
0.08872460702036603,0.911275392979634
0.0371088292644971,0.9628911707355028
