enfermos,estables
0.669366376847807,0.33063362315219297
0.9543423224337629,0.045657677566237065
0.5276891053768904,0.4723108946231096
0.9978346172593379,0.0021653827406621817
0.911788125409904,0.08821187459009608
0.9962342817886531,0.003765718211346893
0.5568935898856623,0.44310641011433777
0.9914489792404857,0.00855102075951421
0.9978526526387412,0.002147347361258907
0.9719312912788861,0.028068708721113812
0.9096564841740977,0.09034351582590226
0.9813204392500724,0.01867956074992764
0.9620909662473389,0.03790903375266114
0.9916306566315184,0.008369343368481668
0.42894637568024724,0.5710536243197528
0.010762868496909475,0.9892371315030904
0.9224085166829075,0.07759148331709251
0.014806201080398122,0.9851937989196018
0.9508643598509198,0.0491356401490801
0.00036238211847518785,0.9996376178815248
0.6245054312600267,0.3754945687399733
0.011133666993798707,0.9888663330062012
0.9921044839084613,0.007895516091538752
0.9738136703915072,0.026186329608492803
0.9821353965887877,0.017864603411212373
0.9900218157272411,0.009978184272758832
0.9956445857991494,0.004355414200850547
0.9971723487284921,0.002827651271507819
0.9748906920142238,0.02510930798577621
0.8783386751549428,0.12166132484505718
0.2876180984932399,0.7123819015067601
0.5725505123222583,0.4274494876777417
0.48417175232697396,0.515828247673026
0.014484558460017142,0.9855154415399827
0.9971723487284921,0.002827651271507819
0.006704310352557781,0.9932956896474422
0.7074056366475344,0.29259436335246564
0.9950623540620397,0.0049376459379602035
0.48031511411520705,0.519684885884793
0.00023713745977620387,0.9997628625402238
0.8222512486115519,0.17774875138844806
0.004612387542865666,0.9953876124571344
0.9999072965143317,9.270348566836511e-05
0.9986387957559124,0.0013612042440877057
0.9985799263193689,0.0014200736806312354
