enfermos,estables
0.9986919073857154,0.0013080926142844894
0.9566041662580184,0.04339583374198167
0.9978386773580118,0.0021613226419881153
0.9089915992315339,0.09100840076846607
0.9704098265452377,0.029590173454762295
0.9018094674774814,0.0981905325225186
0.9989505362346848,0.001049463765315242
0.8912422500409163,0.10875774995908374
0.9162642454640872,0.08373575453591277
0.8728437467043177,0.12715625329568223
0.9783457259449961,0.02165427405500395
0.951333342808915,0.04866665719108496
0.9619840075696139,0.03801599243038619
0.8967057476809234,0.10329425231907657
0.9793790344146859,0.020620965585314177
0.5113895715799291,0.4886104284200709
0.9752695715972086,0.024730428402791355
0.5408538924372247,0.4591461075627753
0.9693574720038284,0.030642527996171596
0.28432770645796956,0.7156722935420305
0.9984552386620439,0.0015447613379562367
0.13481388032057934,0.8651861196794206
0.9445470257092119,0.05545297429078807
0.9590143053934888,0.040985694606511115
0.8866357029793934,0.11336429702060653
0.8970844825547845,0.10291551744521563
0.9234542479498619,0.076545752050138
0.9527477865430042,0.04725221345699589
0.9732694920293896,0.026730507970610395
0.9955667364446436,0.004433263555356308
0.8684491822081336,0.13155081779186642
0.9763883260204563,0.0236116739795438
0.9552966506730184,0.04470334932698175
0.3817258422862173,0.6182741577137827
0.9527477865430042,0.04725221345699589
0.4608928273899292,0.5391071726100709
0.9989977230600504,0.0010022769399494478
0.939295691119454,0.06070430888054594
0.9854228505644598,0.014577149435540377
0.2933625924802028,0.7066374075197972
0.9928563355622206,0.0071436644377793285
0.19927610544980928,0.8007238945501908
0.9208758904393773,0.07912410956062266
0.9135686208142397,0.08643137918576026
0.9319224051628159,0.06807759483718402
