enfermos,estables
0.010603879570556885,0.989396120429443
0.18552438053769954,0.8144756194623004
0.001987325885461523,0.9980126741145385
0.5280902322174102,0.47190976778258975
0.1145898148718936,0.8854101851281064
0.5862882751083973,0.41371172489160263
0.002604442983216912,0.9973955570167832
0.6699488046445491,0.33005119535545085
0.46931303802467844,0.5306869619753216
0.9141613160178872,0.08583868398211274
0.18371562528682137,0.8162843747131786
0.38183173222886696,0.6181682677711331
0.3000900378345833,0.6999099621654167
0.7931479248359101,0.20685207516408985
0.0009898880478763884,0.9990101119521236
0.061835246694046275,0.9381647533059538
0.2046548188491737,0.7953451811508263
0.0581479385709525,0.9418520614290475
0.19333109296156475,0.8066689070384353
0.10054619451815779,0.8994538054818422
0.00766708550342607,0.9923329144965739
0.12458755146806676,0.8754124485319332
0.366369853105361,0.633630146894639
0.2612448689500459,0.738755131049954
0.8021583996153361,0.19784160038466395
0.7334579426075226,0.2665420573924773
0.7722241083226373,0.2277758916773627
0.5590694475630336,0.4409305524369665
0.3832852437438726,0.6167147562561274
0.16483946707442979,0.8351605329255701
0.0010774978182630577,0.9989225021817368
0.016699859168191594,0.9833001408318084
0.005814568047258417,0.9941854319527416
0.05413549927975386,0.9458645007202462
0.5590694475630336,0.4409305524369665
0.07871356128399674,0.9212864387160031
0.02145896490123021,0.9785410350987699
0.3993515170969337,0.6006484829030663
0.001826604043172965,0.9981733959568271
0.10034826340876163,0.8996517365912384
0.059075582112671624,0.9409244178873284
0.11426191859641752,0.8857380814035826
0.5453021505473141,0.4546978494526858
0.6031117507263919,0.3968882492736081
0.45721699351621253,0.5427830064837874
