enfermos,estables
0.3443774427190628,0.6556225572809371
0.7841576971655078,0.2158423028344923
0.21962245538363,0.78037754461637
0.9679843561089392,0.032015643891060944
0.6869617982626414,0.31303820173735875
0.9799448991822681,0.02005510081773184
0.2424647684433752,0.7575352315566247
0.9918331767045233,0.008166823295476704
0.9523003343095109,0.04769966569048919
0.9958964386087903,0.0041035613912096544
0.7109400773916633,0.28905992260833663
0.8775190783989028,0.1224809216010973
0.824189465009051,0.1758105349909489
0.9957884865359059,0.004211513464094114
0.17680219933461616,0.823197800665384
0.004302697299354327,0.9956973027006457
0.7358427366712899,0.2641572633287102
0.003132109265144975,0.9968678907348549
0.7916662962685896,0.20833370373141044
0.021467010856897874,0.978532989143102
0.3278291053694438,0.6721708946305562
0.044512827503005774,0.9554871724969943
0.9122695351288916,0.08773046487110844
0.8508687383325669,0.1491312616674331
0.9982972015926349,0.001702798407365095
0.9962608585889259,0.0037391414110740533
0.9931559306275857,0.006844069372414372
0.9457765022973508,0.054223497702649295
0.866809356963562,0.13319064303643813
0.6661234172307319,0.3338765827692681
0.09610673114402958,0.9038932688559704
0.2961141665437425,0.7038858334562575
0.22343729938473272,0.7765627006152673
0.0017979517059986357,0.9982020482940014
0.9457765022973508,0.054223497702649295
0.005231149321823327,0.9947688506781766
0.42885504706224364,0.5711449529377564
0.9325061618237921,0.06749383817620798
0.21930894595121406,0.7806910540487859
0.019142723178356275,0.9808572768216436
0.5754620629144063,0.42453793708559373
0.03161897327729023,0.9683810267227098
0.9744709738128994,0.025529026187100696
0.9847401400585399,0.015259859941460157
0.952346011380993,0.04765398861900692
