enfermos,estables
0.8997043250940122,0.10029567490598783
0.9992585038880661,0.0007414961119338149
0.8131438364567676,0.18685616354323253
0.9769194350615992,0.02308056493840089
0.9933948965869429,0.0066051034130570644
0.9705334782102312,0.029466521789768794
0.8329889143763807,0.1670110856236193
0.9603064371528622,0.03969356284713772
0.9828268154946775,0.017173184505322445
0.9380166581876612,0.06198334181233882
0.9873434931874636,0.012656506812536359
0.9991031798667483,0.0008968201332516998
0.9987417558578412,0.0012582441421588907
0.9632544746405255,0.036745525359474424
0.7001188934234993,0.29988110657650063
0.08668650270909553,0.9133134972909045
0.9909167702578406,0.00908322974215934
0.1002217512068731,0.8997782487931268
0.9971764973699752,0.0028235026300247328
0.01907714542642043,0.9809228545735796
0.8435295271024862,0.15647047289751387
0.0005689870646367987,0.9994310129353631
0.9972146598070867,0.002785340192913297
0.9998353369464463,0.00016466305355370033
0.9514850450950632,0.048514954904936784
0.9621787574254901,0.03782124257450997
0.9719812978878096,0.028018702112190305
0.9937406709864366,0.006259329013563489
0.9999441444986606,5.5855501339221696e-05
0.9756848556743454,0.024315144325654563
0.5463900421572795,0.45360995784272057
0.806580081458303,0.19341991854169707
0.7383893488813199,0.2616106511186801
0.09252853149229244,0.9074714685077075
0.9937406709864366,0.006259329013563489
0.07631548670046348,0.9236845132995365
0.902512982404514,0.09748701759548582
0.9936072644344427,0.006392735565557361
0.7517846868546745,0.2482153131453255
0.024367380137854926,0.9756326198621451
0.9573011843020481,0.04269881569795179
0.007706122830671011,0.9922938771693289
0.9817162018884512,0.018283798111548746
0.9757686305132555,0.02423136948674453
0.9894649296893269,0.010535070310673153
