enfermos,estables
0.9878311973321547,0.012168802667845188
0.9844668500712591,0.015533149928741004
0.9585246379108354,0.04147536208916447
0.940885161709894,0.05911483829010594
0.9937174359094165,0.006282564090583455
0.9335155676447355,0.0664844323552645
0.9661771793405844,0.03382282065941554
0.9224596793585845,0.07754032064141549
0.9482033248673667,0.051796675132633266
0.9008714045885803,0.09912859541141969
0.9971152619543266,0.00288473804567341
0.9789693578693812,0.021030642130618775
0.987304665157584,0.012695334842416039
0.9263023789655734,0.0736976210344265
0.904294969933975,0.095705030066025
0.28237758286431835,0.7176224171356816
0.9956739344564741,0.00432606554352578
0.30812334931358326,0.6918766506864168
0.992980021317122,0.00701997868287785
0.11143499131398642,0.8885650086860136
0.9639254477996747,0.03607455220032536
0.03418978694646612,0.9658102130535339
0.9741317210847797,0.02586827891522028
0.9859148857567958,0.014085114243204253
0.91677763304691,0.08322236695309002
0.9278138825791109,0.07218611742088907
0.9452467179946733,0.05475328200532681
0.9731314232639863,0.026868576736013658
0.9899464970000221,0.010053502999977825
0.9984966054904623,0.0015033945095377674
0.7495820173104492,0.2504179826895509
0.9270751232805119,0.07292487671948811
0.886909875415166,0.11309012458483413
0.22975272225438628,0.7702472777456137
0.9731314232639863,0.026868576736013658
0.25475776533954514,0.7452422346604549
0.9882245745318108,0.011775425468189106
0.9667012184300996,0.033298781569900265
0.9289441208942499,0.07105587910574998
0.13157104607884615,0.8684289539211539
0.9993133228506601,0.00068667714933981
0.07450693821657826,0.9254930617834217
0.9489739998508647,0.05102600014913522
0.941636278694772,0.05836372130522811
0.959759539791636,0.040240460208364075
